,account_id,date_key,revenue
0,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-01-01,2.08651310242156
1,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-02-01,7.810396448479626
2,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-03-01,2.730397600253692
3,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-04-01,0.6048404996170131
4,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-05-01,6.175963233981294
5,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-06-01,9.005206939245005
6,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-07-01,8.49165039703903
7,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-08-01,9.271997294184567
8,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-09-01,3.6812788909183594
9,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-10-01,6.090922752469275
10,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-11-01,0.21119827389585955
11,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2019-12-01,4.257592331176991
12,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-01-01,4.318063903203554
13,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-02-01,2.611571116687008
14,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-03-01,7.969854391252264
15,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-04-01,3.567796075380978
16,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-05-01,9.568263055952176
17,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-06-01,1.9192589083943723
18,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-07-01,3.156930610323184
19,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-08-01,8.940867618483178
20,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-09-01,1.2975844518741109
21,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-10-01,7.499695793546413
22,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-11-01,5.73661306432392
23,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2020-12-01,8.918256764776203
24,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-01-01,4.782274415933258
25,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-02-01,2.675391632761386
26,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-03-01,6.488542977327395
27,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-04-01,7.824444469197505
28,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-05-01,2.6690727690860463
29,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-06-01,2.9142413044124105
30,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-07-01,5.6131613523232655
31,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-08-01,7.913413570289789
32,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-09-01,7.031946868251345
33,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-10-01,8.246131459847048
34,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-11-01,4.134285760036024
35,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2021-12-01,1.819810901739286
36,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2022-01-01,6.591717819903923
37,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2022-02-01,8.024948827362996
38,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2022-03-01,4.371214045632948
39,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2022-04-01,6.284670353635273
40,42539d1b-6af2-4059-a1a5-ccc880b50fe6,2022-05-01,5.807587656743637
41,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-01-01,3.9899078699675794
42,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-02-01,2.658975482396885
43,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-03-01,0.21851420938053256
44,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-04-01,5.278108390497538
45,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-05-01,7.566182041617292
46,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-06-01,3.6221832217148267
47,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-07-01,1.1737882424771373
48,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-09-01,6.164897958573575
49,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-10-01,7.119872727444997
50,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-11-01,5.656625867576832
51,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2019-12-01,8.682269633335551
52,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2020-01-01,1.6818071586948247
53,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2020-05-01,5.067719786577106
54,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2020-06-01,5.154259092064388
55,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2020-08-01,5.96313544123905
56,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2020-09-01,1.870098453595217
57,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2020-11-01,4.866628236606863
58,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2021-01-01,3.522825893941576
59,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2021-02-01,4.596180616970305
60,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2021-08-01,4.869599241573649
61,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2021-09-01,9.739419415963184
62,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2021-11-01,5.566192162278592
63,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2021-12-01,5.417629256963422
64,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2022-01-01,3.454071049550355
65,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2022-03-01,1.8263487801680167
66,c24037d2-1db4-4a84-be7a-bd0e4258f5df,2022-04-01,4.328545717241186
67,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2019-03-01,3.5931814355127365
68,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2019-06-01,5.300348835703145
69,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2019-07-01,6.708581609685446
70,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2019-09-01,5.334974890690415
71,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2019-10-01,3.084774859450521
72,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2019-12-01,8.50399268726903
73,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2020-01-01,6.704141054810223
74,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2020-03-01,1.0619251328361468
75,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2020-04-01,2.6051188205649733
76,1652c824-4f71-49a1-80bb-ca016f5e0b3f,2020-06-01,7.2596694054336375
